,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
489262,1970-01-19T20:30:51.532925,73850.8679245283,5.035889569351309e-09
489263,1970-01-19T20:30:51.683868,73851.01886792453,3.136190513605023e-09
489268,1970-01-19T20:30:52.438585,73851.77358490566,1.0312096280764608e-09
489269,1970-01-19T20:30:52.589528,73851.92452830188,3.6320005198858355e-09
489270,1970-01-19T20:30:52.740472,73852.07547169812,3.4300951443251904e-09
489276,1970-01-19T20:30:53.646132,73852.98113207547,2.376073312343738e-09
489277,1970-01-19T20:30:53.797075,73853.1320754717,3.199811770453615e-09
489278,1970-01-19T20:30:53.948019,73853.28301886792,2.2150290143111354e-09
489282,1970-01-19T20:30:54.551792,73853.88679245283,1.2066850098294796e-09
489283,1970-01-19T20:30:54.702736,73854.03773584905,1.2151358913617296e-09
489290,1970-01-19T20:30:55.759340,73855.09433962264,1.0397304780175286e-09
489291,1970-01-19T20:30:55.910283,73855.24528301887,1.180098223264205e-09
489299,1970-01-19T20:30:57.117830,73856.45283018867,1.1678674768909043e-09
489300,1970-01-19T20:30:57.268774,73856.60377358491,2.1515154605899862e-09
489301,1970-01-19T20:30:57.419717,73856.75471698113,2.1196393670175492e-09
489307,1970-01-19T20:30:58.325377,73857.6603773585,1.6774462125181161e-09
489308,1970-01-19T20:30:58.476321,73857.81132075471,3.6110448741567637e-09
489309,1970-01-19T20:30:58.627264,73857.96226415095,2.9984560374685603e-09
489315,1970-01-19T20:30:59.532925,73858.8679245283,2.5434238419325326e-09
489316,1970-01-19T20:30:59.683868,73859.01886792453,2.326735945053202e-09
489321,1970-01-19T20:31:00.438585,73859.77358490566,1.4444679947949723e-09
489322,1970-01-19T20:31:00.589528,73859.92452830188,1.6919458178825675e-09
489328,1970-01-19T20:31:01.495189,73860.83018867925,3.101720154037051e-09
489329,1970-01-19T20:31:01.646132,73860.98113207547,3.974405793783895e-09
489330,1970-01-19T20:31:01.797075,73861.1320754717,2.513313250673663e-09
489335,1970-01-19T20:31:02.551792,73861.88679245283,1.0256503289581347e-09
489336,1970-01-19T20:31:02.702736,73862.03773584905,1.8033798650250646e-09
489342,1970-01-19T20:31:03.608396,73862.94339622642,2.23931410822913e-09
489343,1970-01-19T20:31:03.759340,73863.09433962264,4.0401070601845855e-09
489344,1970-01-19T20:31:03.910283,73863.24528301887,3.6400812109352604e-09
489345,1970-01-19T20:31:04.061226,73863.39622641509,1.3299205247690781e-09
489351,1970-01-19T20:31:04.966887,73864.30188679245,1.5522888102983536e-09
489352,1970-01-19T20:31:05.117830,73864.45283018867,8.911591253028982e-10
489358,1970-01-19T20:31:06.023491,73865.35849056604,1.472929991905069e-09
489359,1970-01-19T20:31:06.174434,73865.50943396226,1.989685489767941e-09
489360,1970-01-19T20:31:06.325377,73865.6603773585,2.112127303373845e-09
489361,1970-01-19T20:31:06.476321,73865.81132075471,1.8858990674041427e-09
489362,1970-01-19T20:31:06.627264,73865.96226415095,1.1477166454071103e-09
489368,1970-01-19T20:31:07.532925,73866.8679245283,1.800257574528541e-09
489369,1970-01-19T20:31:07.683868,73867.01886792453,3.935978843013522e-09
489370,1970-01-19T20:31:07.834811,73867.16981132075,3.579442358514118e-09
489376,1970-01-19T20:31:08.740472,73868.07547169812,5.609023440858444e-09
489377,1970-01-19T20:31:08.891415,73868.22641509434,7.780090807099051e-09
489378,1970-01-19T20:31:09.042358,73868.37735849057,5.5327913551560305e-09
489384,1970-01-19T20:31:09.948019,73869.28301886792,3.036010507158016e-09
489385,1970-01-19T20:31:10.098962,73869.43396226416,5.019091716185833e-09
489386,1970-01-19T20:31:10.249906,73869.58490566038,3.755846903843034e-09
489392,1970-01-19T20:31:11.155566,73870.49056603774,1.020964747049783e-09
489393,1970-01-19T20:31:11.306509,73870.64150943396,1.0773551561418138e-09
489396,1970-01-19T20:31:11.759340,73871.09433962264,1.1515914013157035e-09
489397,1970-01-19T20:31:11.910283,73871.24528301887,1.650207441226353e-09
489398,1970-01-19T20:31:12.061226,73871.39622641509,1.4983466416968386e-09
489416,1970-01-19T20:31:14.778208,73874.11320754717,1.4803118721349923e-09
489417,1970-01-19T20:31:14.929151,73874.2641509434,2.2576756062434263e-09
489418,1970-01-19T20:31:15.080094,73874.41509433962,2.6864050790802827e-09
489419,1970-01-19T20:31:15.231038,73874.56603773584,2.2788500206224757e-09
489427,1970-01-19T20:31:16.438585,73875.77358490566,2.918547631096937e-09
489428,1970-01-19T20:31:16.589528,73875.92452830188,4.2197580694519194e-09
489429,1970-01-19T20:31:16.740472,73876.07547169812,3.5132876429171804e-09
489430,1970-01-19T20:31:16.891415,73876.22641509434,1.2974298792567375e-09
489435,1970-01-19T20:31:17.646132,73876.98113207547,2.067865012875714e-09
489436,1970-01-19T20:31:17.797075,73877.1320754717,2.5822708379792603e-09
489437,1970-01-19T20:31:17.948019,73877.28301886792,1.5522124954855075e-09
489448,1970-01-19T20:31:19.608396,73878.94339622642,2.786398401111183e-09
489449,1970-01-19T20:31:19.759340,73879.09433962264,3.6445682381558484e-09
489450,1970-01-19T20:31:19.910283,73879.24528301887,2.762282736278931e-09
489462,1970-01-19T20:31:21.721604,73881.05660377358,2.346313125001634e-09
489463,1970-01-19T20:31:21.872547,73881.2075471698,4.152152503448055e-09
489464,1970-01-19T20:31:22.023491,73881.35849056604,3.952381817399987e-09
489465,1970-01-19T20:31:22.174434,73881.50943396226,1.8289239166266334e-09
489471,1970-01-19T20:31:23.080094,73882.41509433962,2.2450277362269247e-09
489472,1970-01-19T20:31:23.231038,73882.56603773584,2.5706258019969316e-09
489473,1970-01-19T20:31:23.381981,73882.71698113208,1.2350968243310007e-09
489478,1970-01-19T20:31:24.136698,73883.47169811321,1.1723945998717152e-09
489479,1970-01-19T20:31:24.287642,73883.62264150943,3.563463161626926e-09
489480,1970-01-19T20:31:24.438585,73883.77358490566,4.233243614011382e-09
489481,1970-01-19T20:31:24.589528,73883.92452830188,2.692927870160092e-09
489487,1970-01-19T20:31:25.495189,73884.83018867925,1.8378071030294522e-09
489488,1970-01-19T20:31:25.646132,73884.98113207547,2.583233749134635e-09
489489,1970-01-19T20:31:25.797075,73885.1320754717,1.5853486194147943e-09
489494,1970-01-19T20:31:26.551792,73885.88679245283,1.297974946052634e-09
489495,1970-01-19T20:31:26.702736,73886.03773584905,2.037128840104858e-09
489496,1970-01-19T20:31:26.853679,73886.18867924529,1.6523531215481291e-09
489506,1970-01-19T20:31:28.363113,73887.69811320755,9.433892953977908e-10
489507,1970-01-19T20:31:28.514057,73887.84905660378,1.89662068444873e-09
489508,1970-01-19T20:31:28.665000,73888.0,2.294455337945674e-09
489509,1970-01-19T20:31:28.815943,73888.15094339622,1.823039438090991e-09
489517,1970-01-19T20:31:30.023491,73889.35849056604,1.4686438246061142e-09
489518,1970-01-19T20:31:30.174434,73889.50943396226,1.2217956643847647e-09
489523,1970-01-19T20:31:30.929151,73890.2641509434,1.7794153648961983e-09
489524,1970-01-19T20:31:31.080094,73890.41509433962,2.114461900121756e-09
489525,1970-01-19T20:31:31.231038,73890.56603773584,1.0509673530291163e-09
489531,1970-01-19T20:31:32.136698,73891.47169811321,1.7085579231407775e-09
489532,1970-01-19T20:31:32.287642,73891.62264150943,2.212451599968731e-09
489533,1970-01-19T20:31:32.438585,73891.77358490566,1.2259437777416783e-09
489537,1970-01-19T20:31:33.042358,73892.37735849057,1.961502258632669e-09
489538,1970-01-19T20:31:33.193302,73892.52830188679,2.8380441895945422e-09
489539,1970-01-19T20:31:33.344245,73892.67924528301,2.0122162549796004e-09
489550,1970-01-19T20:31:35.004623,73894.3396226415,1.90982986803086e-09
489551,1970-01-19T20:31:35.155566,73894.49056603774,3.9958942964607035e-09
489552,1970-01-19T20:31:35.306509,73894.64150943396,4.20572451539775e-09
489553,1970-01-19T20:31:35.457453,73894.7924528302,1.9619723543688e-09
489558,1970-01-19T20:31:36.212170,73895.54716981133,9.680104573511787e-10
489559,1970-01-19T20:31:36.363113,73895.69811320755,3.202579756450584e-09
489560,1970-01-19T20:31:36.514057,73895.84905660378,3.0046084597879996e-09
489566,1970-01-19T20:31:37.419717,73896.75471698113,1.9996738962269207e-09
489567,1970-01-19T20:31:37.570660,73896.90566037736,2.103338382053657e-09
489572,1970-01-19T20:31:38.325377,73897.6603773585,1.8563754213812421e-09
489573,1970-01-19T20:31:38.476321,73897.81132075471,4.2393161284537274e-09
489574,1970-01-19T20:31:38.627264,73897.96226415095,4.465759596388981e-09
489575,1970-01-19T20:31:38.778208,73898.11320754717,1.974581437752664e-09
489580,1970-01-19T20:31:39.532925,73898.8679245283,1.4350449819757115e-09
489581,1970-01-19T20:31:39.683868,73899.01886792453,5.031984977226371e-09
489582,1970-01-19T20:31:39.834811,73899.16981132075,5.580438595588933e-09
489583,1970-01-19T20:31:39.985755,73899.32075471699,2.8170326397831504e-09
489588,1970-01-19T20:31:40.740472,73900.07547169812,2.132911438061728e-09
489589,1970-01-19T20:31:40.891415,73900.22641509434,3.926406443479734e-09
489590,1970-01-19T20:31:41.042358,73900.37735849057,2.651461569354015e-09
489595,1970-01-19T20:31:41.797075,73901.1320754717,1.885555131023474e-09
489596,1970-01-19T20:31:41.948019,73901.28301886792,4.2546467348074125e-09
489597,1970-01-19T20:31:42.098962,73901.43396226416,3.709252829024129e-09
489603,1970-01-19T20:31:43.004623,73902.3396226415,3.0966868155270662e-09
489604,1970-01-19T20:31:43.155566,73902.49056603774,3.4098213359592023e-09
489605,1970-01-19T20:31:43.306509,73902.64150943396,1.6146820356567524e-09
489609,1970-01-19T20:31:43.910283,73903.24528301887,1.119522364235074e-09
489610,1970-01-19T20:31:44.061226,73903.39622641509,2.222787629597277e-09
489611,1970-01-19T20:31:44.212170,73903.54716981133,1.2863271286729606e-09
489617,1970-01-19T20:31:45.117830,73904.45283018867,2.9136601233855243e-09
489618,1970-01-19T20:31:45.268774,73904.60377358491,4.765095315337748e-09
489619,1970-01-19T20:31:45.419717,73904.75471698113,4.592155050310806e-09
489620,1970-01-19T20:31:45.570660,73904.90566037736,2.973600265698035e-09
489621,1970-01-19T20:31:45.721604,73905.05660377358,9.700211615397367e-10
489629,1970-01-19T20:31:46.929151,73906.2641509434,8.951896954628522e-10
489635,1970-01-19T20:31:47.834811,73907.16981132075,1.490641795060264e-09
489636,1970-01-19T20:31:47.985755,73907.32075471699,1.8018122149099199e-09
489642,1970-01-19T20:31:48.891415,73908.22641509434,3.148376053546533e-09
489643,1970-01-19T20:31:49.042358,73908.37735849057,3.4827775575998123e-09
489644,1970-01-19T20:31:49.193302,73908.52830188679,9.249257995606147e-10
489649,1970-01-19T20:31:49.948019,73909.28301886792,3.819993094475881e-09
489650,1970-01-19T20:31:50.098962,73909.43396226416,7.874025895059157e-09
489651,1970-01-19T20:31:50.249906,73909.58490566038,7.839325288537043e-09
489652,1970-01-19T20:31:50.400849,73909.7358490566,3.847096414761731e-09
489658,1970-01-19T20:31:51.306509,73910.64150943396,2.8236233371021313e-09
489659,1970-01-19T20:31:51.457453,73910.7924528302,2.243536426482033e-09
489665,1970-01-19T20:31:52.363113,73911.69811320755,2.206464848319018e-09
489666,1970-01-19T20:31:52.514057,73911.84905660378,2.5835754364515232e-09
489667,1970-01-19T20:31:52.665000,73912.0,1.7932211700799439e-09
489682,1970-01-19T20:31:54.929151,73914.2641509434,9.456925665007187e-10
489683,1970-01-19T20:31:55.080094,73914.41509433962,1.8622681924520523e-09
489684,1970-01-19T20:31:55.231038,73914.56603773584,2.2757131546203467e-09
489685,1970-01-19T20:31:55.381981,73914.71698113208,2.061684478885381e-09
489686,1970-01-19T20:31:55.532925,73914.8679245283,1.2890631588305502e-09
489694,1970-01-19T20:31:56.740472,73916.07547169812,1.8279301441553823e-09
489695,1970-01-19T20:31:56.891415,73916.22641509434,2.725652834634296e-09
489696,1970-01-19T20:31:57.042358,73916.37735849057,2.689910999284075e-09
489697,1970-01-19T20:31:57.193302,73916.52830188679,1.7936802111500107e-09
489705,1970-01-19T20:31:58.400849,73917.7358490566,2.677230423858652e-09
489706,1970-01-19T20:31:58.551792,73917.88679245283,3.891670117623392e-09
489707,1970-01-19T20:31:58.702736,73918.03773584905,3.4536058587954242e-09
489708,1970-01-19T20:31:58.853679,73918.18867924529,1.3851326950129527e-09
489714,1970-01-19T20:31:59.759340,73919.09433962264,2.282679098899152e-09
489715,1970-01-19T20:31:59.910283,73919.24528301887,2.706322036742379e-09
489716,1970-01-19T20:32:00.061226,73919.39622641509,1.6813499755907926e-09
489727,1970-01-19T20:32:01.721604,73921.05660377358,2.514273330219697e-09
489728,1970-01-19T20:32:01.872547,73921.2075471698,4.5511813582859745e-09
489729,1970-01-19T20:32:02.023491,73921.35849056604,4.492170210713503e-09
489730,1970-01-19T20:32:02.174434,73921.50943396226,2.109726158896868e-09
489736,1970-01-19T20:32:03.080094,73922.41509433962,2.8936536366586402e-09
489737,1970-01-19T20:32:03.231038,73922.56603773584,3.877871034652909e-09
489738,1970-01-19T20:32:03.381981,73922.71698113208,2.523359518506725e-09
489743,1970-01-19T20:32:04.136698,73923.47169811321,1.387425320607763e-09
489744,1970-01-19T20:32:04.287642,73923.62264150943,3.4363757537295526e-09
489745,1970-01-19T20:32:04.438585,73923.77358490566,3.576055642932694e-09
489746,1970-01-19T20:32:04.589528,73923.92452830188,1.7270379182093034e-09
489752,1970-01-19T20:32:05.495189,73924.83018867925,1.2606069439068732e-09
489753,1970-01-19T20:32:05.646132,73924.98113207547,9.230717419670839e-10
489758,1970-01-19T20:32:06.400849,73925.7358490566,2.432233847281796e-09
489759,1970-01-19T20:32:06.551792,73925.88679245283,2.656105479509689e-09
489760,1970-01-19T20:32:06.702736,73926.03773584905,1.0118998407005962e-09
489765,1970-01-19T20:32:07.457453,73926.7924528302,2.1403557802426006e-09
489766,1970-01-19T20:32:07.608396,73926.94339622642,4.096586405987259e-09
489767,1970-01-19T20:32:07.759340,73927.09433962264,3.371034446639426e-09
489773,1970-01-19T20:32:08.665000,73928.0,4.126185160901399e-09
489774,1970-01-19T20:32:08.815943,73928.15094339622,5.668770580674215e-09
489775,1970-01-19T20:32:08.966887,73928.30188679245,4.1427865996114965e-09
489781,1970-01-19T20:32:09.872547,73929.2075471698,1.193545849329087e-09
489782,1970-01-19T20:32:10.023491,73929.35849056604,2.5572008611012333e-09
489783,1970-01-19T20:32:10.174434,73929.50943396226,2.3351933694983216e-09
489784,1970-01-19T20:32:10.325377,73929.6603773585,1.0297547231222555e-09
489790,1970-01-19T20:32:11.231038,73930.56603773584,1.5381688785394934e-09
489791,1970-01-19T20:32:11.381981,73930.71698113208,2.790476485528082e-09
489792,1970-01-19T20:32:11.532925,73930.8679245283,3.000499642051252e-09
489793,1970-01-19T20:32:11.683868,73931.01886792453,1.751245021990592e-09
489799,1970-01-19T20:32:12.589528,73931.92452830188,2.572529955603436e-09
489800,1970-01-19T20:32:12.740472,73932.07547169812,3.423405784682458e-09
489801,1970-01-19T20:32:12.891415,73932.22641509434,1.7876861159024454e-09
489806,1970-01-19T20:32:13.646132,73932.98113207547,2.0042141560149643e-09
489807,1970-01-19T20:32:13.797075,73933.1320754717,5.011257016517218e-09
489808,1970-01-19T20:32:13.948019,73933.28301886792,5.451276562252154e-09
489809,1970-01-19T20:32:14.098962,73933.43396226416,3.218518074649978e-09
489815,1970-01-19T20:32:15.004623,73934.3396226415,1.3559621983591876e-09
489821,1970-01-19T20:32:15.910283,73935.24528301887,1.557269776603062e-09
489822,1970-01-19T20:32:16.061226,73935.39622641509,3.493845984824784e-09
489823,1970-01-19T20:32:16.212170,73935.54716981133,3.621162821673714e-09
489824,1970-01-19T20:32:16.363113,73935.69811320755,1.9413058031820882e-09
489830,1970-01-19T20:32:17.268774,73936.60377358491,2.023277860274182e-09
489831,1970-01-19T20:32:17.419717,73936.75471698113,1.9424518928343513e-09
489842,1970-01-19T20:32:19.080094,73938.41509433962,2.0918697667126653e-09
489843,1970-01-19T20:32:19.231038,73938.56603773584,4.691527045077261e-09
489844,1970-01-19T20:32:19.381981,73938.71698113208,5.835678351585552e-09
489845,1970-01-19T20:32:19.532925,73938.8679245283,4.461691917852413e-09
489852,1970-01-19T20:32:20.589528,73939.92452830188,2.431662392775105e-09
489853,1970-01-19T20:32:20.740472,73940.07547169812,2.351500856695129e-09
489858,1970-01-19T20:32:21.495189,73940.83018867925,1.4932590684155067e-09
489859,1970-01-19T20:32:21.646132,73940.98113207547,1.998134027666025e-09
489860,1970-01-19T20:32:21.797075,73941.1320754717,9.24819155945209e-10
489864,1970-01-19T20:32:22.400849,73941.7358490566,1.2492759419041666e-09
489865,1970-01-19T20:32:22.551792,73941.88679245283,3.260876626675412e-09
489866,1970-01-19T20:32:22.702736,73942.03773584905,3.277099048334812e-09
489872,1970-01-19T20:32:23.608396,73942.94339622642,2.0024076328147413e-09
489873,1970-01-19T20:32:23.759340,73943.09433962264,3.918471540939766e-09
489874,1970-01-19T20:32:23.910283,73943.24528301887,3.2335477322231557e-09
489879,1970-01-19T20:32:24.665000,73944.0,1.148827515882475e-09
489880,1970-01-19T20:32:24.815943,73944.15094339622,1.876833772322718e-09
489881,1970-01-19T20:32:24.966887,73944.30188679245,9.648292249628307e-10
489886,1970-01-19T20:32:25.721604,73945.05660377358,1.558422096964146e-09
489887,1970-01-19T20:32:25.872547,73945.2075471698,1.1667777088920699e-09
489892,1970-01-19T20:32:26.627264,73945.96226415095,1.105132346819951e-09
489893,1970-01-19T20:32:26.778208,73946.11320754717,3.976081550761495e-09
489894,1970-01-19T20:32:26.929151,73946.2641509434,4.8548417287152775e-09
489895,1970-01-19T20:32:27.080094,73946.41509433962,3.3052019100914326e-09
489902,1970-01-19T20:32:28.136698,73947.47169811321,1.2197814326109611e-09
489909,1970-01-19T20:32:29.193302,73948.52830188679,9.911883119213916e-10
489910,1970-01-19T20:32:29.344245,73948.67924528301,1.0197240182215422e-09
489917,1970-01-19T20:32:30.400849,73949.7358490566,1.666433783189896e-09
489918,1970-01-19T20:32:30.551792,73949.88679245283,2.2056596544009312e-09
489919,1970-01-19T20:32:30.702736,73950.03773584905,1.3367052921738236e-09
489925,1970-01-19T20:32:31.608396,73950.94339622642,3.490105794721318e-09
489926,1970-01-19T20:32:31.759340,73951.09433962264,4.266005280091881e-09
489927,1970-01-19T20:32:31.910283,73951.24528301887,2.533279111098532e-09
489932,1970-01-19T20:32:32.665000,73952.0,9.386583355123615e-10
489933,1970-01-19T20:32:32.815943,73952.15094339622,3.6726193195187645e-09
489934,1970-01-19T20:32:32.966887,73952.30188679245,3.982441947130844e-09
489935,1970-01-19T20:32:33.117830,73952.45283018867,1.6763340593963983e-09
489940,1970-01-19T20:32:33.872547,73953.2075471698,2.068806957971853e-09
489941,1970-01-19T20:32:34.023491,73953.35849056604,4.6213128444449934e-09
489942,1970-01-19T20:32:34.174434,73953.50943396226,4.841094099733091e-09
489943,1970-01-19T20:32:34.325377,73953.6603773585,2.810350649130529e-09
489955,1970-01-19T20:32:36.136698,73955.47169811321,1.1405007523853008e-09
489956,1970-01-19T20:32:36.287642,73955.62264150943,1.5649359786486343e-09
489957,1970-01-19T20:32:36.438585,73955.77358490566,1.3842775133268362e-09
489963,1970-01-19T20:32:37.344245,73956.67924528301,9.859360795376978e-10
489964,1970-01-19T20:32:37.495189,73956.83018867925,3.017882761859027e-09
489965,1970-01-19T20:32:37.646132,73956.98113207547,3.703618903915617e-09
489966,1970-01-19T20:32:37.797075,73957.1320754717,2.365197660705629e-09
489972,1970-01-19T20:32:38.702736,73958.03773584905,1.954689266989931e-09
489973,1970-01-19T20:32:38.853679,73958.18867924529,3.846703025844717e-09
489974,1970-01-19T20:32:39.004623,73958.3396226415,3.4974300203631712e-09
489975,1970-01-19T20:32:39.155566,73958.49056603774,1.461401234239167e-09
489980,1970-01-19T20:32:39.910283,73959.24528301887,1.489393980600052e-09
489981,1970-01-19T20:32:40.061226,73959.39622641509,1.2506805072393272e-09
489986,1970-01-19T20:32:40.815943,73960.15094339622,1.6237996922488704e-09
489987,1970-01-19T20:32:40.966887,73960.30188679245,2.439277727904881e-09
489988,1970-01-19T20:32:41.117830,73960.45283018867,1.5014113860354926e-09
489994,1970-01-19T20:32:42.023491,73961.35849056604,2.5814140774709115e-09
489995,1970-01-19T20:32:42.174434,73961.50943396226,3.860740850514747e-09
489996,1970-01-19T20:32:42.325377,73961.6603773585,2.953803418546737e-09
490002,1970-01-19T20:32:43.231038,73962.56603773584,2.254143820045486e-09
490003,1970-01-19T20:32:43.381981,73962.71698113208,2.8192484251320198e-09
490004,1970-01-19T20:32:43.532925,73962.8679245283,1.830894037854502e-09
490012,1970-01-19T20:32:44.740472,73964.07547169812,1.2021703459185324e-09
490013,1970-01-19T20:32:44.891415,73964.22641509434,1.2694070783018775e-09
490014,1970-01-19T20:32:45.042358,73964.37735849057,1.0445699285180664e-09
490021,1970-01-19T20:32:46.098962,73965.43396226416,1.6438484015504324e-09
490022,1970-01-19T20:32:46.249906,73965.58490566038,2.1828123069472593e-09
490023,1970-01-19T20:32:46.400849,73965.7358490566,1.4634939795316686e-09
490029,1970-01-19T20:32:47.306509,73966.64150943396,1.348995499445724e-09
490030,1970-01-19T20:32:47.457453,73966.7924528302,2.511481419771929e-09
490031,1970-01-19T20:32:47.608396,73966.94339622642,2.434592196602766e-09
490032,1970-01-19T20:32:47.759340,73967.09433962264,1.330434275617264e-09
490038,1970-01-19T20:32:48.665000,73968.0,1.0491692250456667e-09
490045,1970-01-19T20:32:49.721604,73969.05660377358,9.106141145374137e-10
490046,1970-01-19T20:32:49.872547,73969.2075471698,1.7176360067553e-09
490047,1970-01-19T20:32:50.023491,73969.35849056604,1.24298894661027e-09
490052,1970-01-19T20:32:50.778208,73970.11320754717,2.3754152849803342e-09
490053,1970-01-19T20:32:50.929151,73970.2641509434,3.661528617867273e-09
490054,1970-01-19T20:32:51.080094,73970.41509433962,3.1757810154054703e-09
490055,1970-01-19T20:32:51.231038,73970.56603773584,1.1241903355007772e-09
490065,1970-01-19T20:32:52.740472,73972.07547169812,1.556952554695906e-09
490066,1970-01-19T20:32:52.891415,73972.22641509434,3.2688999736972556e-09
490067,1970-01-19T20:32:53.042358,73972.37735849057,3.182549375977317e-09
490068,1970-01-19T20:32:53.193302,73972.52830188679,1.098335157294551e-09
490073,1970-01-19T20:32:53.948019,73973.28301886792,3.095792737658064e-09
490074,1970-01-19T20:32:54.098962,73973.43396226416,3.3494269327043966e-09
490075,1970-01-19T20:32:54.249906,73973.58490566038,1.0326899923182196e-09
490080,1970-01-19T20:32:55.004623,73974.3396226415,2.742973451424441e-09
490081,1970-01-19T20:32:55.155566,73974.49056603774,4.1136230038038374e-09
490082,1970-01-19T20:32:55.306509,73974.64150943396,2.8323020711593922e-09
490088,1970-01-19T20:32:56.212170,73975.54716981133,1.9407491624697524e-09
490089,1970-01-19T20:32:56.363113,73975.69811320755,2.29346214349877e-09
490090,1970-01-19T20:32:56.514057,73975.84905660378,1.4328773023158744e-09
490097,1970-01-19T20:32:57.570660,73976.90566037736,2.747186463856291e-09
490098,1970-01-19T20:32:57.721604,73977.05660377358,4.6114863979133594e-09
490099,1970-01-19T20:32:57.872547,73977.2075471698,4.650069725161402e-09
490100,1970-01-19T20:32:58.023491,73977.35849056604,2.287162837552428e-09
490106,1970-01-19T20:32:58.929151,73978.2641509434,4.397057201381374e-09
490107,1970-01-19T20:32:59.080094,73978.41509433962,5.2111743662212125e-09
490108,1970-01-19T20:32:59.231038,73978.56603773584,2.4660992703362856e-09
490113,1970-01-19T20:32:59.985755,73979.32075471699,2.9276858746146395e-09
490114,1970-01-19T20:33:00.136698,73979.47169811321,6.856345166358439e-09
490115,1970-01-19T20:33:00.287642,73979.62264150943,7.386481310772e-09
490116,1970-01-19T20:33:00.438585,73979.77358490566,4.3666426055439015e-09
490122,1970-01-19T20:33:01.344245,73980.67924528301,1.74138712525957e-09
490123,1970-01-19T20:33:01.495189,73980.83018867925,3.0037631521044643e-09
490124,1970-01-19T20:33:01.646132,73980.98113207547,2.192188771019153e-09
490130,1970-01-19T20:33:02.551792,73981.88679245283,2.206805936810028e-09
490131,1970-01-19T20:33:02.702736,73982.03773584905,4.416980253917899e-09
490132,1970-01-19T20:33:02.853679,73982.18867924529,5.0560213674308115e-09
490133,1970-01-19T20:33:03.004623,73982.3396226415,3.718290237089378e-09
490140,1970-01-19T20:33:04.061226,73983.39622641509,3.030341343903622e-09
490141,1970-01-19T20:33:04.212170,73983.54716981133,3.977195303989485e-09
490142,1970-01-19T20:33:04.363113,73983.69811320755,2.596165306815875e-09
490148,1970-01-19T20:33:05.268774,73984.60377358491,3.202665906019136e-09
490149,1970-01-19T20:33:05.419717,73984.75471698113,3.826390439464782e-09
490150,1970-01-19T20:33:05.570660,73984.90566037736,2.395282774717594e-09
490160,1970-01-19T20:33:07.080094,73986.41509433962,1.3497210821947856e-09
490161,1970-01-19T20:33:07.231038,73986.56603773584,1.5338773546947215e-09
490167,1970-01-19T20:33:08.136698,73987.47169811321,1.5835952200660026e-09
490168,1970-01-19T20:33:08.287642,73987.62264150943,2.89849962453087e-09
490169,1970-01-19T20:33:08.438585,73987.77358490566,2.0513376957236824e-09
490175,1970-01-19T20:33:09.344245,73988.67924528301,5.297451359372774e-09
490176,1970-01-19T20:33:09.495189,73988.83018867925,7.581695908234755e-09
490177,1970-01-19T20:33:09.646132,73988.98113207547,6.241556405855963e-09
490178,1970-01-19T20:33:09.797075,73989.1320754717,1.8810704942646536e-09
490184,1970-01-19T20:33:10.702736,73990.03773584905,4.409286792233959e-09
490185,1970-01-19T20:33:10.853679,73990.18867924529,5.627616030871679e-09
490186,1970-01-19T20:33:11.004623,73990.3396226415,3.76996794601689e-09
490192,1970-01-19T20:33:11.910283,73991.24528301887,4.083159801465101e-09
490193,1970-01-19T20:33:12.061226,73991.39622641509,5.551740851365168e-09
490194,1970-01-19T20:33:12.212170,73991.54716981133,3.740364811847985e-09
490199,1970-01-19T20:33:12.966887,73992.30188679245,1.617577403118466e-09
490200,1970-01-19T20:33:13.117830,73992.45283018867,4.137298037406626e-09
490201,1970-01-19T20:33:13.268774,73992.60377358491,3.593581524414938e-09
490207,1970-01-19T20:33:14.174434,73993.50943396226,2.735174563833456e-09
490208,1970-01-19T20:33:14.325377,73993.6603773585,3.3695788257159702e-09
490209,1970-01-19T20:33:14.476321,73993.81132075471,1.8354143409601493e-09
490214,1970-01-19T20:33:15.231038,73994.56603773584,1.301672958524819e-09
490219,1970-01-19T20:33:15.985755,73995.32075471699,1.2725887570900896e-09
490220,1970-01-19T20:33:16.136698,73995.47169811321,3.179841236442189e-09
490221,1970-01-19T20:33:16.287642,73995.62264150943,2.994546572624393e-09
490227,1970-01-19T20:33:17.193302,73996.52830188679,1.8173276438193611e-09
490228,1970-01-19T20:33:17.344245,73996.67924528301,2.521252865013314e-09
490229,1970-01-19T20:33:17.495189,73996.83018867925,1.3230112894134827e-09
490234,1970-01-19T20:33:18.249906,73997.58490566038,1.3006180233913996e-09
490235,1970-01-19T20:33:18.400849,73997.7358490566,1.265704850753043e-09
490240,1970-01-19T20:33:19.155566,73998.49056603774,1.002051086066236e-09
490241,1970-01-19T20:33:19.306509,73998.64150943396,9.994666271960334e-10
490252,1970-01-19T20:33:20.966887,74000.30188679245,1.5426197337712382e-09
490253,1970-01-19T20:33:21.117830,74000.45283018867,2.7850260642117403e-09
490254,1970-01-19T20:33:21.268774,74000.60377358491,2.043657375102929e-09
490259,1970-01-19T20:33:22.023491,74001.35849056604,9.178342602472352e-10
490260,1970-01-19T20:33:22.174434,74001.50943396226,3.414052663127455e-09
490261,1970-01-19T20:33:22.325377,74001.6603773585,3.8710789348364384e-09
